SN_name,redshift,x1_stretch,distance_modulus,mu_error
350180,0.28949,0.4525,40.9765,0.256114
570056,0.29008,0.41943,40.7298,0.234493
19596,0.29045,0.87616,40.7861,0.23085
19027,0.29123,0.5424,40.484,0.219145
1291090,0.29193,1.17465,40.7606,0.177707
1263715,0.29196,0.40336,40.7653,0.172199
390264,0.29221,0.15621,40.4229,0.292471
150509,0.29293,0.20797,40.7458,0.174302
6249,0.29365,0.60496,40.857,0.204834
1303004,0.29504,0.81245,40.762,0.173778
1119,0.29647,0.8034,40.9938,0.366054
13610,0.29692,0.13994,40.6595,0.202621
1293319,0.29695,1.83152,40.7505,0.210501
420196,0.29853,0.80539,41.2705,0.232731
6137,0.29893,0.46651,40.9195,0.25505
10550,0.29933,1.64631,41.0113,0.341681
120444,0.29945,0.2774,41.0213,0.195981
14735,0.29947,0.008509,40.7335,0.186464
5391,0.3003,0.31208,40.8795,0.247188
350078,0.30089,0.30461,41.1729,0.294726
350192,0.30142,0.13433,40.8585,0.191702
570022,0.30152,1.76431,41.1086,0.206046
460037,0.30251,0.80778,40.8894,0.22475
150457,0.30352,0.54176,40.9204,0.142521
1287626,0.30404,0.15425,40.719,0.22209
19818,0.30406,1.13593,40.7052,0.182517
1259412,0.30486,0.87031,40.9018,0.140115
350630,0.30538,0.7119,40.9054,0.133839
440005,0.30548,0.19459,41.0041,0.226225
1281668,0.30691,0.1972,40.9573,0.150058
520062,0.30818,0.31474,41.2018,0.139651
5966,0.30834,0.49123,40.9533,0.254065
5844,0.30938,0.1473,40.9757,0.270379
21042,0.30962,1.25663,40.72,0.257177
1300516,0.31052,0.89671,40.6197,0.336421
1337838,0.31203,0.99511,40.9503,0.160446
1263369,0.31262,0.17184,40.9565,0.149709
20142,0.3127,1.27633,40.6239,0.2062
19632,0.31387,0.13675,41.0228,0.214434
15383,0.31506,0.13985,41.0194,0.227804
6649,0.3152,0.75536,40.8837,0.219964
6100,0.31623,2.09309,41.1979,0.274091
100163,0.31782,0.29458,41.0738,0.195921
1345553,0.31804,0.15139,41.0772,0.167213
330128,0.32104,0.40814,40.9546,0.156373
1266657,0.32118,0.35082,41.1921,0.293444
7475,0.32276,0.68821,40.9316,0.211904
050291,0.32548,0.33582,41.2273,0.193265
500301,0.3256,0.7217,41.2625,0.255286
1308326,0.32632,0.41024,41.0504,0.157201
050303,0.32842,0.6411,41.3079,0.308428
430003,0.32851,1.44162,40.934,0.295651
1337687,0.32868,0.95058,41.0716,0.150485
6924,0.32871,0.96541,40.9276,0.222195
1316465,0.32907,0.43224,41.0566,0.165152
13830,0.32995,1.23542,40.8444,0.209813
1338675,0.33056,0.019909,41.1674,0.214426
4241,0.33063,0.23506,41.1689,0.23109
03D1fc,0.33103,0.65439,41.0098,0.137116
370344,0.33147,0.32993,41.1012,0.166036
470041,0.33189,0.93764,41.0149,0.143999
130862,0.33298,0.67028,41.3299,0.201675
1309492,0.3335,0.16952,41.0025,0.141896
1346956,0.3335,0.98387,41.0366,0.176123
16093,0.3345,1.02797,41.1204,0.23572
500511,0.33498,0.91231,41.0251,0.171864
1346966,0.3351,0.58377,41.0242,0.177927
1314897,0.33671,0.91215,41.0367,0.18424
470015,0.33749,0.6656,41.1678,0.278653
04D3kr,0.33762,1.22584,41.1477,0.176101
580276,0.33848,0.11671,41.1131,0.200412
1343337,0.33897,0.77205,41.0555,0.356511
04D3nh,0.34061,0.60401,41.1737,0.192422
2533,0.34111,1.77606,41.0641,0.255103
470110,0.34545,0.48129,41.2033,0.23021
050301,0.34717,0.84013,41.1174,0.244272
330089,0.34881,0.68208,41.3721,0.218415
160198,0.3491,0.21655,41.2499,0.158604
070955,0.34932,1.42331,41.1406,0.157954
440185,0.34949,0.19676,41.1526,0.205831
20186,0.34968,0.54894,41.4873,0.287684
1248677,0.35015,0.89971,41.1867,0.147015
000196,0.35059,0.45123,41.2342,0.163121
050296,0.35099,0.81669,41.2532,0.161378
120400,0.35149,0.18728,41.3343,0.138963
05D2mp,0.35519,1.30429,41.4647,0.223042
1688,0.35774,0.38041,41.3574,0.291964
1334423,0.358,0.8681,41.3539,0.215252
04D2fs,0.3585,0.10146,41.1484,0.288995
1280217,0.35909,1.80122,41.1532,0.305677
160070,0.35909,1.1236,41.4429,0.171109
050293,0.36017,0.43068,41.187,0.191161
1294014,0.3628,0.50455,41.2452,0.209997
1346137,0.36325,0.79069,41.364,0.215101
560121,0.36499,0.16653,41.4626,0.291566
190209,0.36656,0.5017,41.2327,0.155657
350083,0.3679,0.82654,41.2627,0.165575
04D1hd,0.36799,0.78582,41.4699,0.158375
1283936,0.36857,0.08645,41.463,0.345551
15704,0.36962,0.085321,41.4498,0.244353
510578,0.37023,0.58467,41.3794,0.188778
05D4bm,0.37053,0.2366,41.3833,0.160025
13136,0.37057,0.72897,41.6395,0.256631
390471,0.37062,0.92407,41.0698,0.135854
320469,0.37095,1.50773,41.4098,0.39052
1291957,0.37138,0.50769,41.334,0.168104
000199,0.37153,0.89801,41.3842,0.116639
1299643,0.37676,0.65034,41.4155,0.15471
7779,0.37991,0.32675,41.2959,0.219919
320099,0.37997,0.58051,41.4154,0.163795
500057,0.38061,1.06665,41.4614,0.188044
1299785,0.38129,0.037742,41.4549,0.20413
1343401,0.38291,0.92736,41.3678,0.206585
1281886,0.38402,1.20074,41.5182,0.20184
360139,0.386,0.63592,41.5217,0.152114
050251,0.38781,0.71518,41.6302,0.283892
420352,0.38895,0.39196,41.383,0.199578
120086,0.39255,0.28158,41.4742,0.237288
1333438,0.39944,0.53931,41.7119,0.28782
110734,0.40221,0.4872,41.4795,0.199524
1341370,0.40895,1.09764,41.7002,0.240024
1306390,0.4092,0.011752,41.7405,0.363654
450339,0.40935,0.8724,41.7061,0.274957
06D4cq,0.40949,0.42847,41.6784,0.172193
020090,0.41004,0.32073,41.6836,0.279968
530251,0.4114,0.024134,41.8335,0.242677
04D2fp,0.41657,0.37739,41.7295,0.149208
05D2dw,0.41857,1.14278,41.6174,0.202099
440162,0.41936,0.88133,41.6863,0.192599
550137,0.41939,0.5774,41.4604,0.22264
1289600,0.4196,1.26529,41.8662,0.224621
1340454,0.41995,1.40686,41.4394,0.294415
550202,0.42036,0.48719,41.8343,0.344188
1306626,0.42088,0.22138,41.6178,0.17643
04D4gg,0.42247,1.2311,41.6483,0.231707
1302523,0.42399,0.30297,41.7264,0.13417
050003,0.427,1.07494,41.813,0.229539
110542,0.42703,0.56071,41.8348,0.198324
110719,0.42793,0.54092,42.2757,0.23861
05D2cb,0.42859,0.8842,41.8825,0.403543
1306029,0.42903,0.99322,41.8266,0.250757
080723,0.4302,0.16631,41.8354,0.165783
04D1rh,0.43494,0.80878,41.7828,0.183674
1336008,0.4376,0.6708,41.6253,0.16614
1333246,0.43783,1.74637,41.882,0.356877
050607,0.43935,0.10818,41.8262,0.202784
040166,0.44013,0.30821,42.1401,0.441915
1328105,0.44149,0.11357,41.6823,0.183572
06D3df,0.44263,1.15088,41.9039,0.139699
040137,0.44764,1.08695,41.8552,0.223954
1328066,0.44886,0.76252,41.8853,0.221814
1320166,0.44891,0.36335,41.9875,0.215648
520016,0.45106,1.09102,41.9281,0.213431
120094,0.45162,1.0436,41.9923,0.154715
1290127,0.45218,1.29535,41.9959,0.320076
1253101,0.45328,1.37354,41.7953,0.207786
1253039,0.45346,0.30168,41.8863,0.14411
1345582,0.45885,0.83591,41.9679,0.252185
380199,0.46064,1.77853,42.0021,0.190943
510597,0.46104,1.61547,42.0162,0.230251
03D4au,0.46643,0.35918,42.3424,0.396492
000215,0.46654,0.97228,42.048,0.135922
04D4jr,0.46842,1.53692,41.9733,0.206146
04D4ju,0.47042,0.43812,42.2151,0.404516
370367,0.47163,2.78838,41.9798,0.210913
370329,0.47786,0.29534,42.2269,0.228278
310146,0.47941,0.73728,41.8695,0.203883
1306537,0.47946,1.12072,42.0107,0.198987
560054,0.47988,1.67949,41.8956,0.237796
05D2ac,0.48065,1.12022,41.9748,0.139221
120044,0.48164,0.78104,42.3055,0.210887
05D1ix,0.48888,0.54116,42.0842,0.199732
1292145,0.49244,0.57864,42.2783,0.335403
05D4af,0.49739,0.11363,42.1268,0.225856
06D2bk,0.50067,0.48238,42.257,0.253816
030006,0.50285,0.47249,42.0703,0.312874
510457,0.50306,0.78419,42.1484,0.311282
03D1au,0.50316,1.26007,42.1444,0.228687
1343759,0.50615,0.43001,42.1043,0.151709
05D4av,0.50739,0.87099,42.2419,0.288822
090201,0.50825,0.031072,42.0193,0.184312
180313,0.51016,0.41004,42.0945,0.144405
05D2dy,0.51169,1.58953,42.3885,0.227281
04D1pg,0.51387,0.98811,42.2567,0.35966
04D4in,0.51437,1.52402,42.2259,0.196162
04D2mj,0.51469,1.50549,42.3259,0.402924
1338430,0.51726,0.46904,42.0932,0.190441
1334470,0.51883,0.99517,42.1949,0.250421
06D3el,0.51968,0.82228,42.2905,0.196455
04D2gc,0.52271,1.1143,42.3496,0.273927
1295921,0.524,1.00794,42.1774,0.369236
1322229,0.5262,1.17957,42.1702,0.223271
050005,0.52859,1.39309,42.0855,0.188829
1322979,0.52937,0.062978,42.2913,0.141023
160066,0.53111,2.34125,42.5109,0.289268
06D2ca,0.53271,1.32981,42.2472,0.294354
05D4ek,0.53435,0.26236,42.1433,0.225295
05D4be,0.53534,0.90843,42.3205,0.204703
05D2eb,0.53572,0.93473,42.2134,0.209507
1289656,0.53942,0.026628,42.3338,0.244476
110426,0.54097,0.55454,42.2791,0.233447
1324542,0.54152,0.39642,42.53,0.24247
04D4bq,0.54834,0.65889,42.0235,0.363222
050201,0.55021,0.30618,42.3253,0.19588
06D4bo,0.55033,0.76066,42.3728,0.208456
06D2ck,0.55375,0.012264,42.49,0.207133
1337117,0.55384,0.51154,42.0827,0.177409
05D1kl,0.55882,0.66353,42.7331,0.3833
04D1hx,0.55882,0.27611,42.2975,0.356215
1289555,0.56181,0.14733,42.2937,0.227829
1303952,0.56269,0.58233,42.6016,0.265242
1285317,0.56437,0.1508,42.3928,0.221111
1338278,0.56437,1.56836,42.3969,0.296515
05D1dn,0.56481,1.23413,42.4873,0.19275
05D2dt,0.57577,0.18619,42.5915,0.213158
050203,0.57619,1.01825,42.4887,0.202103
03D4gf,0.5783,0.52452,42.4174,0.24485
110721,0.57831,0.48285,42.4512,0.241176
05D1dx,0.57882,0.64671,42.4272,0.214391
1332059,0.57891,0.20553,42.5317,0.231686
05D3jq,0.57967,1.50416,42.3923,0.23116
03D1aw,0.5808,0.99829,42.7061,0.239821
04D1jg,0.58301,0.26232,42.5408,0.168029
05D4ej,0.5833,0.22167,42.7974,0.186201
04D1kj,0.58382,0.21618,42.4765,0.198486
1338387,0.5839,1.46332,42.4199,0.199369
05D1hm,0.58582,1.08259,42.707,0.37297
05D4bf,0.5873,0.081442,42.6241,0.203038
03D4gg,0.59029,0.99441,42.5156,0.248253
04D2mh,0.59179,1.58203,42.4508,0.255828
05D3lr,0.60067,0.19268,42.6116,0.278838
1335564,0.60626,0.39047,42.6158,0.275076
03D4dy,0.60827,1.17176,42.5904,0.228388
1302141,0.60876,0.27286,42.4282,0.350327
1332413,0.60878,1.20129,42.6179,0.230751
05D2he,0.60981,0.15684,42.6876,0.321483
1335868,0.61941,1.51396,42.6948,0.2753
000202,0.61983,0.61215,42.7557,0.154862
03D4dh,0.62525,1.13855,42.6577,0.215148
04D4fx,0.62725,0.96367,42.585,0.244041
03D4at,0.63225,0.21129,42.8493,0.323662
1330642,0.63399,1.05101,42.5972,0.147609
1343871,0.63794,1.30773,42.8637,0.31082
05D4ag,0.63824,0.49764,42.6594,0.367516
1337325,0.63873,0.080251,42.7804,0.261646
05D3ax,0.64371,0.60257,42.8034,0.316528
05D3lb,0.6477,0.30349,42.819,0.288435
1334707,0.64962,0.49395,42.7805,0.149571
04D1sk,0.66213,0.45278,42.9793,0.279772
05D3hs,0.6647,0.58036,42.8698,0.233989
05D3mh,0.67072,0.65852,43.0677,0.274795
03D1co,0.67773,0.67911,43.2251,0.311797
05D2bt,0.6819,0.51418,42.8376,0.239367
06D3cc,0.68372,0.71634,43.1716,0.407734
05D1ke,0.68872,0.21014,42.8137,0.226508
1262715,0.68935,1.02416,42.8535,0.15677
1262214,0.68936,0.23704,43.0444,0.271991
04D4ib,0.69718,0.9689,42.9692,0.212738
06D4ba,0.69818,0.6784,42.9671,0.342807
05D4bj,0.69918,0.19285,42.9402,0.338462
05D4cq,0.69918,0.63738,43.0691,0.215345
1335718,0.69932,0.62483,43.1107,0.155898
04D1si,0.7007,0.1376,42.917,0.223194
04D4hu,0.70117,0.03972,43.0968,0.261582
05D2le,0.70192,0.49593,43.0433,0.252753
1331993,0.71968,0.40279,43.1638,0.204549
04D1aj,0.71969,0.3801,42.97,0.342226
06D3gh,0.72074,0.24347,43.0459,0.305174
06D3do,0.72674,0.6191,43.0811,0.248363
1304127,0.72866,0.43716,43.005,0.283498
06D4bw,0.73014,0.65989,42.9186,0.321961
1329166,0.73161,0.12272,43.1799,0.196424
05D2fq,0.73495,0.82938,43.2537,0.224615
05D2ct,0.73596,0.36808,43.1675,0.425639
05D3jk,0.73675,0.78444,42.992,0.21489
04D2ja,0.74196,0.36095,43.4813,0.32514
05D3jb,0.74573,0.93826,43.1675,0.195179
04D2kr,0.74607,0.80413,42.9817,0.25474
04D4im,0.74911,1.1487,42.9396,0.262488
04D3ks,0.75074,0.54287,42.9012,0.318716
05D2nt,0.75899,1.53089,43.2469,0.233153
05D4cn,0.7611,1.1215,43.1767,0.236628
05D1if,0.76165,0.16435,43.131,0.239872
04D1qd,0.76566,0.17992,43.2369,0.225434
04D1de,0.76666,0.90425,43.4224,0.250162
05D3hh,0.76674,0.53015,43.3623,0.27025
04D4id,0.76709,0.66935,43.5587,0.25715
1329196,0.76932,0.49328,43.2168,0.162741
05D4bi,0.77309,0.97441,43.3568,0.295081
1325358,0.77929,0.16641,43.0395,0.311092
05D4cs,0.78807,1.39711,43.3042,0.232049
03D4fd,0.78907,0.82118,43.3837,0.271177
1309749,0.78928,0.62967,43.1995,0.165559
04D1ks,0.79662,0.68862,42.9026,0.372096
Spock,0.83981,0.25173,43.2012,0.390423
Ombo,0.97423,1.71255,44.1111,0.201519
Eagle,1.01988,0.17306,44.2757,0.225903
Ferguson,1.02088,0.2346,43.9706,0.47547
Strolger,1.02789,1.99519,44.5364,0.353385
Gabi,1.12092,0.5904,44.4405,0.22363
Aphrodite,1.29911,0.62301,44.8641,0.275291
washington,1.3291,0.9656,44.8745,0.238344
Borg,1.34101,0.88483,44.7541,0.306395
SCP06G4,1.35136,1.17151,44.5492,0.31846
Sasquatch,1.39103,0.83819,44.7944,0.374345
SCP06K0,1.41633,0.5635,44.4579,0.735776
carter,1.5429,2.34906,45.0902,0.371014
rutledge,1.61505,0.94408,45.1595,0.333024
geta,1.69706,0.99124,45.2863,0.38048
colfax,2.26137,0.03023,46.1828,0.281309
