SN_name,redshift,x1_stretch,distance_modulus,mu_error
2011ao,0.01195,0.41451,33.4974,0.301502
2001cz,0.01213,0.12432,33.8783,0.346381
1999dq,0.01312,0.82043,33.52,0.273536
1999dq,0.01312,0.86663,33.4717,0.261601
1999dk,0.01389,0.54421,33.8053,0.288803
ASASSN-16dn,0.01411,0.47579,33.8206,0.250873
ASASSN-16la,0.01424,0.83157,33.8444,0.265489
2007ca,0.01442,0.72372,34.3366,0.370715
2007ca,0.01442,0.56794,34.1781,0.396908
2007ca,0.01442,0.54711,34.252,0.397235
2001fe,0.01467,0.7426,33.8916,0.240694
2011df,0.01493,0.20649,33.8524,0.277558
SN2017jl,0.01525,0.60274,33.7706,0.30219
ASASSN-16ad,0.01529,0.10511,34.0334,0.344305
iPTF16auf,0.01543,0.046602,34.0744,0.314862
2008bc,0.01546,0.57382,34.0331,0.226465
2001V,0.01557,0.91446,33.7902,0.290577
2001V,0.01557,0.86688,33.8072,0.290395
2008eo,0.01565,1.06352,34.3317,0.278713
2001bf,0.01581,0.88145,33.9926,0.239289
2001bf,0.01581,0.53614,33.9004,0.218994
1994S,0.01588,0.30392,34.0287,0.224824
1999aa,0.0159,1.57087,34.1663,0.242893
1999aa,0.0159,1.17396,34.1323,0.209471
2002cs,0.0159,0.52807,34.0329,0.272511
iPTF14bdn,0.01603,1.26874,34.1062,0.281582
2013fw,0.01656,0.55558,34.1608,0.218117
2007fs,0.01666,0.51566,34.3408,0.198023
SN2016gfr,0.01671,0.12662,33.8985,0.245383
2007A,0.01682,0.56889,34.4649,0.358327
2007A,0.01682,0.39336,34.5341,0.341619
1996bv,0.01699,0.70324,34.0755,0.297815
2006ax,0.01747,0.28118,34.3228,0.200241
2006ax,0.01747,0.16897,34.3133,0.19782
2009le,0.01784,0.91638,34.2939,0.246602
PS15coh,0.01839,1.34214,34.4393,0.226901
2011fs,0.01875,1.18664,34.5466,0.215514
2011fs,0.01875,0.22883,34.4866,0.321023
ASASSN-16cs,0.01905,0.28962,34.4286,0.281407
1992bc,0.02006,0.85559,34.5121,0.199486
2009ds,0.02019,1.25453,34.5072,0.233893
2009ds,0.02019,0.47147,34.702,0.19246
2002jy,0.02024,0.94186,34.9988,0.187715
2016hpw,0.02034,0.5668,34.8165,0.241825
ATLAS16dqf,0.02034,0.80402,34.5749,0.375822
2001dl,0.02049,0.32293,35.1263,0.375783
PSNJ1602512,0.02052,0.34806,34.556,0.333904
2010A,0.02081,0.48015,34.4863,0.330445
2003W,0.02082,0.048591,34.6349,0.254511
ASASSN-16lc,0.02096,1.19177,34.6956,0.216494
2008Z,0.02118,0.65572,35.118,0.310686
2008Z,0.02118,0.98431,35.2056,0.304103
2009dc,0.02137,2.23755,34.3468,0.19901
2018fop,0.02151,0.64773,34.5899,0.199177
ASASSN-15uv,0.02153,0.26468,34.6114,0.393324
ASASSN-18da,0.0217,1.18661,34.7709,0.195863
2006et,0.02183,0.78862,34.7583,0.283448
2006et,0.02183,0.74714,34.7742,0.253646
2001cp,0.02198,1.00995,34.9654,0.216973
ASASSN-18iu,0.02207,0.56141,34.8847,0.186029
2004bg,0.02234,0.19286,34.7727,0.199004
2004bg,0.02234,0.58396,34.8704,0.204479
2006cp,0.02239,0.32303,34.7714,0.302654
2006cp,0.02239,0.042377,34.8603,0.24312
2000fa,0.0224,0.50832,34.759,0.288719
2000fa,0.0224,0.48583,34.7997,0.25527
ASASSN-16bn,0.02241,1.46775,35.0392,0.214526
ASASSN-17aj,0.02255,0.1408,34.7306,0.243141
AT2017cfb,0.02266,0.9422,34.8438,0.220547
ASASSN-15il,0.02295,1.24762,34.8584,0.20127
2017hoq,0.02303,0.78087,34.985,0.19074
PS15cku,0.02325,0.75555,35.0537,0.229702
2009al,0.02342,0.26837,34.9851,0.282579
2009cz,0.02343,0.73538,34.8582,0.260273
2009cz,0.02343,0.70449,34.8582,0.170636
ASASSN-15nr,0.02344,1.20679,34.8331,0.263771
2004bk,0.02352,0.47024,34.8391,0.21588
2018enc,0.02354,1.9832,34.9998,0.217718
2007qe,0.02357,0.34568,35.0406,0.206572
2007qe,0.02357,0.68284,34.9509,0.259128
ATLAS17bas,0.02357,0.80072,34.5715,0.261746
ASASSN-16em,0.0239,0.43976,34.994,0.277383
2000ca,0.02391,0.52115,34.8993,0.190331
PS1-14xw,0.02411,1.22828,35.1049,0.31033
2007F,0.02417,0.40579,34.9421,0.208286
2007F,0.02417,0.53061,35.084,0.183555
AT2016bln,0.02429,1.12918,35.0771,0.195416
ASASSN-15sf,0.02432,0.87267,35.2317,0.235205
2005bg,0.02434,0.38747,35.0102,0.201948
2009D,0.02453,0.6502,35.008,0.162015
2009D,0.02453,1.04468,35.0746,0.209952
2009D,0.02453,0.42486,34.9493,0.170871
PS16ccn,0.02457,0.37785,35.1784,0.189112
2008bf,0.02462,0.31545,35.1061,0.235556
2008bf,0.02462,0.39564,35.0521,0.231261
2008bf,0.02462,0.33607,34.8898,0.233972
2004br,0.02464,1.00327,34.807,0.18246
2003he,0.02491,0.33862,35.0862,0.240547
2001cj,0.02494,0.71544,35.1973,0.228493
Gaia16agf,0.02509,1.3638,35.2152,0.268527
2011dn,0.02513,0.21601,34.4583,0.333265
2007sw,0.02517,0.074801,34.9117,0.306484
2018jjd,0.02521,0.70895,34.9842,0.185284
PS15ahs,0.02534,0.17315,35.1974,0.185937
SN2017hn,0.02557,0.62439,35.0621,0.190177
SN2017ms,0.02591,0.43188,35.1181,0.200181
2005M,0.02598,1.50783,35.2931,0.179545
2005M,0.02598,1.27672,35.1081,0.198242
2005M,0.02598,1.55227,34.835,0.348314
ASASSN-15uu,0.02632,0.96417,35.0223,0.372346
2005ms,0.02669,0.43692,35.308,0.179587
1999gp,0.02691,1.66138,35.2688,0.183373
1999gp,0.02691,1.38983,35.2892,0.205883
2013fn,0.0273,0.037964,35.2892,0.298907
2002eb,0.02731,0.78251,35.2673,0.172357
1992P,0.02736,0.15615,35.313,0.220137
2007su,0.0274,0.24547,35.3042,0.352852
ASASSN-15fa,0.02741,0.83709,35.5236,0.225337
ASASSN-16av,0.02773,0.78114,35.3467,0.289875
2011hb,0.0282,0.14953,35.2874,0.292934
2005eq,0.02823,1.50904,35.5061,0.163093
2005eq,0.02823,1.43934,35.5563,0.160218
2005eq,0.02823,1.30814,35.558,0.160985
2009ad,0.02844,0.14801,35.372,0.160301
2009ad,0.02844,0.1767,35.3421,0.156527
2008ar,0.02849,0.19622,35.4368,0.180322
SN2017ckx,0.02858,1.97167,35.6596,0.251383
1998ab,0.02873,0.22754,34.9487,0.227749
2006qo,0.02898,0.38443,35.4779,0.275376
1996C,0.02913,0.66261,35.5152,0.250819
PS16cvc,0.02915,1.16607,35.6948,0.183345
ASASSN-16ay,0.02938,0.97889,35.6222,0.299966
LSQ12gdj,0.02947,1.27062,35.0939,0.272694
2002de,0.0295,0.32358,35.3638,0.283742
ASASSN-16br,0.02956,0.82071,35.5064,0.190895
AT2017zd,0.02969,0.19005,35.2781,0.194122
ASASSN-16hh,0.02978,0.84206,35.5015,0.190369
Gaia16bba,0.0299,0.007502,35.4354,0.185335
AT2017lm,0.03031,1.07786,35.5542,0.216273
ASASSN-16fo,0.03036,0.62311,35.4803,0.173804
ASASSN-16es,0.03047,0.86084,35.5345,0.258248
2013fy,0.03075,0.50174,35.3522,0.343157
ASASSN-16hr,0.03083,1.05225,35.4648,0.278746
1990O,0.03091,0.51757,35.4926,0.166476
2001ba,0.03096,0.16331,35.6481,0.206672
SNF20080909-030,0.0311,1.09055,35.565,0.183722
2008gg,0.03114,1.124,35.67,0.236835
2008gg,0.03114,0.83388,35.5409,0.184896
AT2017wb,0.03117,1.3617,35.5304,0.283582
2006bt,0.03121,0.30314,35.772,0.224228
2006bt,0.03121,0.22867,35.7428,0.226764
2006bt,0.03121,0.18417,35.7867,0.216659
CSS160428,0.03148,0.8256,35.7017,0.164289
2008bq,0.03166,0.36029,35.7279,0.17805
ASASSN-16oz,0.03192,1.49117,35.4592,0.276064
AT2017po,0.03255,0.21503,35.576,0.196814
2007ai,0.0326,1.00077,35.8562,0.258808
2007ai,0.0326,1.25446,35.8577,0.294619
SN2016hpx,0.03282,0.83599,35.6329,0.204026
SN2017cii,0.03289,0.33544,35.8381,0.178659
2004as,0.03296,0.42134,35.8907,0.225741
ASASSN-16bc,0.03298,0.5932,35.6164,0.168015
2010ag,0.03335,1.79713,35.8159,0.198961
PS15bsq,0.03371,0.51225,35.7797,0.159699
2006S,0.03393,0.8864,35.9089,0.177213
2011dl,0.03403,0.59667,35.7587,0.312966
2006gr,0.03428,0.81322,35.9188,0.207416
2006gr,0.03428,0.80323,35.9378,0.211316
ATLAS17ajs,0.03451,1.82151,35.9757,0.358083
ASASSN-15jl,0.03512,0.22915,35.8816,0.169326
2005eu,0.03516,0.098192,35.8012,0.48333
2005eu,0.03516,0.85504,35.8038,0.482057
ASASSN-15tg,0.03529,1.54158,35.861,0.1686
ASASSN-15mi,0.03585,0.49532,35.5515,0.204326
ASASSN-15ss,0.03599,0.79388,35.9909,0.187185
2001ck,0.03616,0.012403,35.8586,0.223482
PS15bbn,0.03624,1.50732,36.1845,0.187245
2008hj,0.03682,0.18381,35.9282,0.1566
2008ei,0.03702,0.080205,36.08,0.336812
2002hu,0.03705,0.52295,35.9637,0.166565
2001eh,0.03725,1.78553,36.0067,0.135213
2001eh,0.03725,1.71263,35.9927,0.149174
ASASSN-15bc,0.03753,0.56778,35.949,0.262609
2008gb,0.03796,0.035543,36.0889,0.198876
2008fr,0.03828,0.49771,36.1141,0.236153
SN2017ciy,0.03834,1.4631,36.5177,0.245806
2009bv,0.03848,0.46163,36.2564,0.149974
2008051,0.03873,0.71931,36.0125,0.17035
2010dw,0.03902,0.19176,36.0125,0.204712
ASASSN-15pn,0.03909,0.38124,36.1962,0.220822
1999aw,0.0391,2.26683,36.2125,0.18352
2003fa,0.04056,1.18712,36.0167,0.143473
2003fa,0.04056,1.50968,36.0818,0.14498
SN2016glz,0.04077,1.11871,35.9918,0.210464
SN2017coa,0.04095,0.71195,36.4104,0.307187
2001az,0.04101,1.11507,36.3153,0.150794
2014bj,0.04258,0.80842,36.5106,0.426487
2006cz,0.04268,1.55722,35.9138,0.29449
2007kk,0.04285,0.94211,36.2521,0.175538
2007kk,0.04285,0.93536,36.2071,0.166515
ASASSN-16ct,0.04306,1.47021,36.2457,0.207056
MASTERJ0134,0.04369,0.40246,36.2594,0.177777
AT2016cvv,0.04438,1.47222,36.5469,0.231201
PSNJ1204051,0.04545,1.28783,36.4541,0.196266
2005hc,0.04575,0.42521,36.4634,0.173532
2005hc,0.04575,0.7928,36.5139,0.151933
2008050,0.04625,1.07343,36.2636,0.218105
AT2016ews,0.04631,1.0445,36.5394,0.159223
2004gu,0.04664,1.42917,36.4713,0.19409
2008cf,0.04682,1.32938,36.4786,0.148197
2008cf,0.04682,1.28827,36.4857,0.182928
PS15aii,0.04777,0.34871,36.5946,0.145385
PS17akj,0.04777,1.35352,36.5627,0.208806
ATLAS16agv,0.04819,1.32221,36.4976,0.165873
1995ac,0.0486,0.7562,36.3303,0.135835
PS16dnp,0.05023,0.80899,36.8583,0.163226
2007kh,0.05032,0.61284,36.5403,0.453411
PS15brr,0.05049,0.69604,36.5461,0.190961
PS16fbb,0.05106,0.64076,36.8804,0.16836
ASASSN-16hc,0.05151,1.2185,36.5862,0.156832
2006ot,0.05202,0.82077,36.8679,0.208308
PS16evk,0.05262,1.53705,36.9144,0.207509
2006lu,0.05346,0.26916,36.8631,0.133817
PS16ayd,0.05469,0.92156,36.8581,0.149593
SN2017cpu,0.05502,0.75323,36.6433,0.175423
2006py,0.05653,0.1865,36.9098,0.185051
2005hj,0.05708,1.61884,36.9903,0.171451
2008eq,0.05728,0.50506,37.0687,0.221323
SN2016gmb,0.0583,1.1287,36.9545,0.182842
2001ah,0.05886,1.326,36.9802,0.215566
2001ah,0.05886,1.74513,37.146,0.252804
LSQ13crf,0.05974,0.16708,36.3001,0.617516
2008bz,0.06099,0.013388,37.1925,0.16057
2006oa,0.06153,1.27481,37.0747,0.183316
SN2016aqb,0.06384,0.76814,37.0197,0.155855
2007ae,0.06533,1.75915,37.0851,0.153034
PS15cms,0.06627,1.37281,37.3617,0.203312
SN2016ixf,0.06711,0.79391,37.4237,0.194412
CSS160129,0.06844,0.68966,37.2381,0.191221
PS17yt,0.07073,0.40963,37.4787,0.176182
2006on,0.07089,0.95018,37.4543,0.24781
470043,0.0709,0.45622,37.7291,0.501827
ATLAS16bwu,0.07091,0.10725,37.3712,0.228257
PS15bwh,0.07158,0.71915,37.2494,0.16107
PS15mt,0.07193,1.6136,37.5618,0.180815
Gaia16aki,0.07393,0.59125,37.5535,0.176502
7876,0.0752,0.46915,37.4763,0.179761
2005ir,0.0752,0.72205,37.5656,0.154994
2010hs,0.0756,1.12001,37.8142,0.289148
370333,0.07588,0.91969,37.6342,0.198325
PS15bif,0.07845,0.31647,37.5715,0.150392
Gaia16acv,0.07859,0.56816,37.8315,0.146078
17186,0.07875,0.62903,38.0154,0.239252
2007hx,0.07875,0.48448,38.0942,0.180119
2005ag,0.08009,0.28209,37.6668,0.119289
SN2016glp,0.0841,0.96912,37.9686,0.221594
SN2016grz,0.08704,0.81158,37.8484,0.21681
590194,0.09039,0.27044,37.9202,0.21704
300105,0.09205,0.32783,38.1602,0.266341
iPTF17dz,0.09293,1.72317,38.2226,0.493293
010010,0.0995,0.9091,38.4377,0.194713
160099,0.10165,0.63877,38.2982,0.165557
000190,0.10221,0.084611,38.4085,0.187412
140181,0.10246,0.78345,38.2511,0.199553
20064,0.10374,0.81627,38.2079,0.196456
13038,0.10507,1.43036,38.4295,0.236183
18697,0.10661,0.73545,38.2611,0.195537
21034,0.10774,0.064478,38.4984,0.180059
500038,0.10794,1.20471,38.4017,0.187108
020027,0.11001,0.29665,38.5701,0.179741
18650,0.11259,0.88484,38.6214,0.163201
8719,0.1165,0.017727,38.5408,0.159897
5395,0.11653,1.18355,38.6302,0.185742
1371,0.11818,0.79096,38.4157,0.127058
5549,0.12014,0.25819,38.5958,0.200195
490008,0.12086,0.35309,38.6348,0.302627
19953,0.12207,0.72853,38.5945,0.157915
18835,0.12278,0.75966,38.6853,0.144584
13894,0.12377,0.71922,38.8009,0.333367
570062,0.12383,0.11582,38.8242,0.150324
6406,0.12393,0.12939,38.6504,0.145797
15459,0.1256,0.37953,39.1417,0.298944
16069,0.12706,0.89709,38.8125,0.259679
744,0.1271,1.39569,38.6849,0.280884
14871,0.1272,1.26484,38.7429,0.159508
18855,0.12732,0.24873,38.7841,0.176913
5751,0.1295,0.76202,38.833,0.250442
151034,0.13281,0.31621,38.7841,0.122177
15508,0.13372,0.88393,38.8434,0.157696
14108,0.13477,0.24103,39.2366,0.199357
15234,0.13535,0.89204,39.0775,0.31333
000014,0.13614,0.47577,38.9771,0.206627
18602,0.13713,0.90996,38.9616,0.259136
21062,0.13745,0.72242,39.3511,0.230391
17366,0.13822,0.56478,38.8857,0.128482
15171,0.13826,0.67029,38.9503,0.15974
190340,0.1384,0.50784,39.0229,0.12425
20084,0.13851,0.078701,39.0401,0.319084
1794,0.14082,1.15712,39.1775,0.184019
17208,0.14104,0.86472,39.2835,0.203514
2635,0.14325,0.85923,39.047,0.160602
17568,0.14345,0.5715,39.5154,0.37065
190260,0.14359,0.98142,39.1135,0.129494
17497,0.14404,0.90707,39.0756,0.170594
8921,0.14423,0.73414,39.016,0.24096
17605,0.14542,0.80389,39.1518,0.210163
1296657,0.14638,0.78851,39.1857,0.207408
1316385,0.14737,1.29208,39.0154,0.197495
13796,0.14747,0.79596,38.9672,0.171803
180166,0.14778,0.60099,39.161,0.170177
14437,0.14806,0.61897,39.0382,0.157931
1255502,0.14834,1.05148,39.0239,0.142683
13736,0.14898,1.11597,39.1606,0.17494
2308,0.1494,0.67412,39.1104,0.175216
000038,0.1505,0.71049,39.1058,0.170038
2031,0.15195,0.48801,39.0477,0.158769
18323,0.15291,0.1555,39.3239,0.173198
15132,0.15318,1.06523,39.2175,0.127754
19353,0.15341,0.90998,39.2564,0.179373
16073,0.15357,0.73651,39.3639,0.175468
5550,0.15511,1.90274,39.2076,0.167881
16116,0.15526,0.53168,39.278,0.157843
19940,0.15601,1.05584,38.9704,0.179204
13354,0.15671,1.04984,39.2087,0.210288
15425,0.15948,0.98515,39.0908,0.143045
2689,0.16053,1.3874,39.2057,0.217053
3087,0.16448,0.52853,39.2634,0.199319
19616,0.16471,0.13877,39.3293,0.139452
17389,0.16971,1.11247,39.6721,0.274897
12856,0.17042,0.86254,39.4742,0.132684
590005,0.17124,0.4429,39.5424,0.275502
19282,0.17256,1.24309,39.5021,0.177409
1303279,0.1727,0.95265,39.2676,0.152344
3080,0.17331,0.10905,39.3871,0.131849
16165,0.1742,0.35241,39.3317,0.154309
19969,0.17444,0.063822,39.4849,0.162645
14979,0.17666,0.2335,39.5164,0.135467
14451,0.17737,0.31635,39.4771,0.138264
17220,0.17786,1.85173,39.3394,0.257355
370428,0.17791,0.6175,39.6477,0.131546
5635,0.17852,0.067257,39.9669,0.207864
6936,0.17901,0.045589,39.641,0.157339
300179,0.17911,0.093615,39.7672,0.201468
2372,0.17973,0.30922,39.5519,0.174634
13254,0.18004,0.52413,39.9979,0.268081
420159,0.18073,0.26889,39.5035,0.133745
350548,0.18082,0.8884,39.6391,0.133983
360112,0.18086,1.18755,39.6151,0.246207
17215,0.18092,0.29117,39.6213,0.207991
15443,0.18136,1.58154,39.4868,0.134057
1580,0.18229,0.89187,39.5259,0.149858
1250017,0.18231,0.9614,39.6885,0.152439
15453,0.18252,1.14628,39.7821,0.177319
17391,0.1836,0.34173,39.5995,0.294191
1257695,0.18375,0.37884,39.68,0.151568
17168,0.18389,0.54542,39.752,0.19743
1296321,0.18458,0.47012,39.9384,0.282465
15421,0.18459,0.20985,39.7891,0.142656
1336453,0.18506,0.9767,39.7435,0.159325
6422,0.18515,0.81936,39.6347,0.160441
370563,0.18527,1.23591,39.7882,0.139358
15365,0.18667,0.80934,39.7559,0.144508
18807,0.18728,0.46489,39.7694,0.13671
5994,0.18809,0.7476,39.7451,0.191467
12927,0.18906,0.094624,39.4384,0.149571
18787,0.18929,0.18431,40.1408,0.200523
440643,0.18952,0.73235,39.7624,0.238646
762,0.19025,1.13375,39.8807,0.15799
2440,0.19044,0.42606,39.9182,0.154841
16276,0.19413,0.003506,39.7983,0.218857
2246,0.19434,0.32908,39.8787,0.222002
14984,0.19557,0.97928,39.9082,0.195934
13070,0.19733,0.96631,39.8018,0.14158
18804,0.19741,0.92166,39.6932,0.130873
1302058,0.19782,0.37169,39.492,0.189171
1316431,0.19828,1.29871,39.8879,0.174409
13370,0.19861,0.98859,40.3246,0.238597
360145,0.19877,0.35012,39.8881,0.211487
19658,0.19878,0.00802,39.889,0.174502
470232,0.20083,0.83322,39.9838,0.252956
370308,0.20087,0.72474,39.7672,0.316127
13152,0.20231,0.28737,39.6184,0.198124
19913,0.20249,0.11554,39.9949,0.159703
15203,0.20329,1.12434,39.8822,0.166845
7243,0.20334,0.74462,39.9335,0.216127
15901,0.20382,0.059763,39.9041,0.171481
110033,0.20483,1.3148,39.8427,0.202322
15872,0.20562,0.76107,39.8126,0.174944
1327978,0.20691,0.02184,39.9225,0.279831
15467,0.20856,0.82038,39.8758,0.146778
200132,0.20868,0.39874,40.1034,0.239508
15259,0.2087,0.48151,39.8639,0.197696
140152,0.20879,1.42408,39.8798,0.15965
550154,0.21015,0.087898,40.1479,0.148877
19149,0.21037,1.04946,39.4543,0.186032
14157,0.21095,1.16426,39.806,0.155718
7847,0.21174,0.15361,39.9676,0.230498
17811,0.212,1.08099,39.9136,0.194498
13305,0.2135,1.02285,40.0218,0.16528
8495,0.21365,0.76464,40.0084,0.19033
6933,0.21398,0.084513,39.8874,0.197488
1316,0.21578,0.68739,40.2253,0.258716
100206,0.2165,0.25057,39.8253,0.141535
17435,0.21689,0.91406,40.0672,0.190384
20364,0.21742,0.54349,40.1395,0.269611
13641,0.21794,1.023,39.9942,0.174837
1290816,0.21845,1.26334,40.2216,0.204417
1342255,0.21899,0.4683,40.0296,0.130815
14331,0.2199,0.18256,40.2387,0.220195
7512,0.22066,0.5115,40.1876,0.225274
370098,0.22132,0.53447,40.0441,0.143254
480464,0.22132,0.2738,40.0588,0.204756
13025,0.22299,0.8684,40.3257,0.281229
14846,0.22349,0.65798,40.1511,0.167278
330083,0.22385,0.001523,40.0162,0.172818
1304442,0.22449,0.2037,40.1293,0.19721
550096,0.22449,1.20528,39.9449,0.245775
1292560,0.22493,0.28942,40.1126,0.160616
030066,0.22542,1.38181,40.1491,0.174035
13727,0.22543,1.32135,40.1329,0.188923
15229,0.22551,0.71495,40.1856,0.197444
19992,0.22645,0.26487,40.3912,0.201078
1315192,0.22726,1.05724,40.097,0.228488
180561,0.22865,0.0111,40.1604,0.308241
13072,0.22928,0.40235,40.2229,0.202405
3452,0.22978,0.90942,40.1351,0.188066
19008,0.23086,1.08198,40.1049,0.204707
360140,0.23092,0.017211,40.2958,0.226289
17875,0.23125,1.16427,40.3169,0.189753
430004,0.23162,1.32251,40.201,0.226906
1275946,0.23205,1.51449,40.2045,0.159507
15369,0.23282,0.69214,39.8341,0.180906
1336687,0.23391,0.39192,40.1788,0.292139
12971,0.23395,1.14243,40.1389,0.214099
110536,0.23472,0.55137,40.1912,0.32799
1279500,0.23481,0.64663,40.2784,0.167703
1319366,0.23494,1.38593,40.158,0.183242
15287,0.23639,1.111,40.3805,0.155735
12881,0.23685,0.86995,40.119,0.236651
17884,0.23789,0.7009,40.2317,0.172272
470008,0.2395,0.82356,39.9059,0.208409
18486,0.23981,1.07573,40.13,0.180786
510251,0.2402,0.02894,40.3847,0.264226
510550,0.24122,0.47987,40.3291,0.130654
460064,0.24151,0.82937,40.1214,0.184136
17223,0.24164,1.05435,40.172,0.261675
480064,0.24284,0.48439,40.5734,0.259119
19023,0.2441,1.61576,40.2956,0.242814
3377,0.24459,1.0447,40.1263,0.186144
20039,0.24553,0.79173,40.3582,0.219468
000010,0.24585,0.29723,40.4318,0.167359
13835,0.24617,0.63307,40.3473,0.149416
12977,0.24656,0.052323,40.2829,0.214739
3451,0.24846,0.69046,40.203,0.17717
420087,0.2486,0.54441,40.4912,0.215929
120585,0.24909,0.22308,40.3167,0.167358
3199,0.24972,1.65143,40.6733,0.220606
15868,0.24986,0.32497,40.3915,0.163714
13689,0.25043,1.16931,40.4145,0.179616
5717,0.25051,1.28131,40.5692,0.188725
500004,0.25063,0.60718,40.3009,0.188277
16213,0.2509,0.28207,40.3873,0.202604
17552,0.25199,1.31187,40.4698,0.207347
310161,0.2526,0.13554,40.4622,0.166497
9032,0.2526,0.87784,40.4066,0.259149
000034,0.2533,1.00288,40.3688,0.15705
17464,0.25358,0.20597,40.0303,0.262822
19207,0.25731,0.49449,40.5776,0.249962
18325,0.25736,0.40554,40.4941,0.193606
8046,0.25772,0.26195,40.6088,0.22531
6108,0.25813,0.45804,40.528,0.231214
550041,0.25859,0.79943,40.4663,0.209281
1303883,0.25904,0.6089,40.5418,0.163699
1335694,0.25923,0.99679,40.4255,0.162943
12972,0.25948,0.17528,40.5238,0.233841
1330426,0.25952,1.27608,40.442,0.169977
020176,0.26062,0.89957,40.5033,0.171288
370498,0.26094,0.77423,40.6128,0.185932
1337649,0.26162,1.04854,40.4182,0.225542
2017,0.26172,1.4185,40.6874,0.258941
18945,0.262,0.18686,40.7216,0.216893
350235,0.26393,0.061111,40.5588,0.167704
2943,0.26419,0.56901,40.5074,0.238455
110478,0.2646,0.92592,40.5153,0.197965
13099,0.26463,0.29704,40.6719,0.256474
2422,0.26582,1.03624,40.6087,0.219728
1334087,0.2664,0.68288,40.2901,0.264978
18463,0.267,0.94365,40.5463,0.204902
1309288,0.26791,0.51536,40.5103,0.202065
530037,0.26859,0.33674,40.579,0.191142
14298,0.26887,1.39048,40.6039,0.217156
510638,0.2702,0.21729,40.6363,0.197002
19002,0.27021,0.34724,40.5089,0.164866
380378,0.27141,0.51938,40.5677,0.123404
1292332,0.27276,0.33299,40.5415,0.173203
420258,0.27456,0.89614,40.7399,0.293068
100213,0.27509,0.84021,40.7769,0.239421
19051,0.27631,0.73313,40.6749,0.180061
4046,0.27776,0.80612,40.6186,0.24474
1297465,0.27782,1.14771,40.9187,0.17803
040201,0.27995,0.395,40.5664,0.153331
520188,0.2806,1.40212,40.6663,0.153096
18485,0.28132,1.35117,40.6224,0.174763
1317286,0.28207,0.72832,40.5986,0.166629
06D3dt,0.28266,0.069882,40.744,0.297355
15584,0.28344,0.38221,40.6596,0.184378
14261,0.28446,0.67229,40.5431,0.186562
16072,0.28446,0.25329,40.6919,0.20709
17791,0.28478,0.23323,41.1135,0.351325
20040,0.28665,1.11566,40.6389,0.217509
17809,0.28758,1.7352,40.5379,0.238886
19128,0.28775,1.34109,40.8753,0.227224
1313594,0.28844,0.5164,40.749,0.137848
091869,0.28854,1.3387,40.7458,0.165419
2165,0.28894,0.48479,40.9433,0.226038
1334597,0.28905,0.55025,40.6763,0.168052
