SN_name,redshift,x1_stretch,distance_modulus,mu_error
110567,0.2144,-1.01331,40.0179,0.298904
1249851,0.21507,-2.07449,39.8825,0.477887
14019,0.21521,-0.305757,40.4641,0.22943
7473,0.21692,-0.148294,40.0932,0.185301
1304678,0.21881,-1.54068,40.1416,0.247596
9467,0.21897,-1.38838,40.1925,0.240729
5533,0.21898,-0.502697,40.1292,0.218822
1302187,0.21941,-0.86272,40.0048,0.208962
15433,0.2195,-0.028294,40.1098,0.160031
000220,0.21972,-0.700887,40.0616,0.124319
18466,0.21978,-0.104958,40.0882,0.173376
19230,0.22017,-1.64141,39.9228,0.242946
15354,0.22083,-2.15343,40.0798,0.266821
1331123,0.2215,-1.59703,40.1937,0.166162
020096,0.22578,-0.69326,39.9865,0.175963
1315259,0.22818,-0.491116,40.2236,0.183395
21033,0.2302,-0.729683,40.1283,0.227444
000006,0.23041,-0.009105,40.3062,0.260109
040780,0.23082,-0.910841,40.0717,0.296847
1302648,0.23164,-0.687451,40.0875,0.237265
1292336,0.23367,-0.180402,40.1857,0.255059
350047,0.23378,-2.41623,40.4148,0.19637
1298281,0.2352,-1.56651,40.1629,0.275154
19341,0.23556,-1.526,40.2336,0.214202
310574,0.23662,-0.382981,40.2636,0.156727
13511,0.23664,-1.55732,40.4674,0.193131
16350,0.23693,-0.956479,40.2279,0.210237
1317277,0.23721,-1.40015,40.2245,0.203948
20768,0.23746,-0.754654,40.7365,0.305716
580300,0.24085,-0.589439,40.4016,0.166736
14481,0.2422,-1.04131,40.564,0.221356
20111,0.2428,-0.025066,40.4217,0.219858
20088,0.24329,-0.210518,40.2516,0.143114
13506,0.24354,-0.152066,40.538,0.306318
15466,0.24444,-1.06261,40.2064,0.221704
000174,0.24511,-0.731508,40.3336,0.209543
420407,0.24523,-0.295186,40.4957,0.181643
15219,0.2465,-0.144574,40.378,0.17135
05D3mq,0.2466,-0.703263,40.3907,0.15515
1334645,0.24711,-0.863268,40.1983,0.137434
450082,0.24861,-0.069482,40.4276,0.195634
560152,0.24862,-0.109836,40.3657,0.261564
15161,0.24865,-0.242653,40.3256,0.178325
19990,0.24896,-1.31072,40.427,0.180619
16106,0.24983,-0.557487,40.2961,0.206796
520077,0.25019,-1.63203,40.5965,0.224495
390449,0.25022,-0.085035,40.3764,0.218218
5736,0.25407,-0.18853,40.4546,0.167762
1336480,0.25616,-0.142041,40.6458,0.194176
1112,0.2562,-0.608145,40.5593,0.271675
17340,0.25637,-0.045383,40.3729,0.207312
9457,0.25683,-0.334178,40.5023,0.251739
1297026,0.25865,-0.717921,40.51,0.149785
1289664,0.25919,-1.03114,40.2879,0.178603
15440,0.26141,-0.545934,40.447,0.207526
19702,0.26173,-1.08884,40.681,0.233293
1253,0.26175,-0.927163,40.392,0.226027
13655,0.26184,-1.28381,40.6935,0.249126
13956,0.26303,-1.19961,41.2641,0.514634
520019,0.26323,-0.491573,40.6388,0.170092
04D3ez,0.2636,-1.08753,40.3997,0.177345
330022,0.26397,-1.2314,40.3035,0.205843
12983,0.26408,-0.043308,40.6342,0.381046
6315,0.26583,-0.098044,40.3244,0.206109
520023,0.26818,-0.61215,40.4623,0.232043
06D3fp,0.2686,-0.071459,40.4553,0.240404
310051,0.27057,-0.352962,40.5139,0.20931
160039,0.27094,-1.16728,40.4887,0.166124
15356,0.27351,-0.662822,40.4721,0.208686
150254,0.27516,-0.048666,40.5286,0.241865
20227,0.27585,-1.22544,40.6631,0.213576
4000,0.27668,-1.09129,40.8504,0.272235
5957,0.27935,-0.167927,40.7037,0.164335
6196,0.2799,-1.44873,40.5056,0.19932
310238,0.28405,-0.286852,40.5735,0.154134
440050,0.28557,-0.189971,40.7046,0.185989
350080,0.28588,-0.339335,40.671,0.173206
20245,0.28734,-0.694772,40.5691,0.250397
1334644,0.28814,-1.76264,40.7075,0.188011
2789,0.28901,-0.791314,40.7428,0.228497
1310395,0.28907,-0.883251,40.702,0.277224
1289288,0.28995,-0.973027,40.7393,0.271437
12841,0.29215,-0.727968,40.7505,0.483728
21006,0.29251,-0.124814,40.6378,0.228825
420414,0.29256,-0.991977,40.6952,0.224836
130755,0.29298,-0.039606,40.8268,0.203556
19794,0.2958,-2.38106,41.0209,0.307913
580270,0.29587,-0.00705,40.9989,0.165779
570025,0.29855,-0.223568,40.6539,0.272883
170428,0.3002,-0.985644,40.9837,0.198158
1339002,0.30304,-1.23765,40.8204,0.274703
7143,0.30365,-0.460854,41.0778,0.197526
1335717,0.30476,-0.073607,41.0411,0.242802
12883,0.30526,-2.03834,40.5924,0.306711
350027,0.30581,-0.431367,40.9451,0.165493
560087,0.30652,-1.46628,40.8959,0.201565
340334,0.30681,-0.293107,41.16,0.239095
1319821,0.30878,-0.495911,40.9954,0.152417
6699,0.30922,-0.64651,41.046,0.250639
16211,0.30949,-1.95275,41.0177,0.300429
15213,0.31061,-0.072398,40.9962,0.221391
500100,0.31088,-0.711815,41.046,0.182638
000420,0.31144,-0.749021,41.0123,0.141744
1338128,0.31179,-0.710594,41.0377,0.210925
1294743,0.31267,-0.270168,41.0352,0.279475
1283878,0.31296,-0.844202,41.0195,0.203499
1341894,0.31303,-0.246054,41.0061,0.176794
530112,0.31453,-0.639897,41.1251,0.155711
110716,0.31588,-1.49092,41.2033,0.233304
15776,0.31593,-2.2304,40.933,0.227638
080646,0.31822,-1.04365,41.0199,0.153489
550059,0.3185,-0.621684,41.3345,0.327925
310188,0.31901,-0.219314,41.141,0.177674
440509,0.31901,-0.438241,40.8941,0.203876
170078,0.32096,-1.1083,41.2315,0.207296
120085,0.32206,-2.28164,40.7271,0.199265
580104,0.32223,-0.733564,40.8628,0.158186
1261579,0.32223,-0.170571,40.8774,0.138773
05D2ab,0.32446,-0.156457,41.0699,0.126468
18617,0.3258,-0.183659,41.1639,0.271274
1305626,0.32581,-0.3176,41.0478,0.141716
14456,0.32804,-0.04895,41.0002,0.171833
530219,0.32848,-0.97148,41.351,0.278699
1306073,0.32868,-1.32563,41.1,0.144172
13934,0.32941,-0.654623,41.4109,0.310571
540163,0.32952,-0.236791,41.2391,0.162498
1301933,0.32968,-0.224925,41.1031,0.114803
120369,0.33047,-0.223776,41.2306,0.131607
480184,0.33089,-2.18801,41.1586,0.239453
370394,0.3309,-0.443611,40.996,0.212048
580235,0.33147,-0.330148,41.0301,0.218692
20106,0.33147,-1.04485,41.2335,0.285481
1306141,0.33237,-0.133034,40.977,0.159233
040782,0.33751,-0.572393,41.0098,0.23724
1300912,0.33778,-0.467569,41.1537,0.233862
380318,0.33818,-0.239354,41.145,0.211242
320258,0.34098,-1.8697,41.0587,0.1943
1336009,0.34169,-0.448635,41.2122,0.321008
1346387,0.34446,-2.12696,41.3081,0.152468
350606,0.34448,-1.23716,41.2914,0.299203
1329312,0.34487,-1.42584,41.2333,0.171671
03D1bp,0.34602,-1.15321,41.3318,0.136683
310090,0.34696,-1.3328,41.4163,0.370346
1258906,0.34912,-0.019797,41.282,0.206036
380279,0.34939,-1.76662,41.2033,0.168604
04D2mc,0.34949,-1.78672,41.005,0.226318
05D2ie,0.34949,-0.072317,41.3756,0.171432
05D2hc,0.35149,-0.672411,41.4798,0.209505
160197,0.35372,-0.217029,41.3657,0.191944
04D3fk,0.35842,-0.394488,41.2423,0.215992
1307830,0.35946,-1.7601,41.4213,0.15447
160126,0.36034,-0.615294,41.0791,0.230289
470244,0.36091,-0.22339,41.4328,0.197529
420417,0.36147,-0.184653,41.1159,0.288022
100358,0.36623,-0.430147,41.136,0.226225
1308582,0.36713,-0.443849,41.2088,0.151911
1343533,0.36839,-0.892535,41.5479,0.336428
18091,0.36987,-0.623954,41.2185,0.255045
04D2cf,0.37052,-0.854231,41.3759,0.163241
05D3jr,0.37062,-0.897467,41.273,0.282407
05D4fo,0.37153,-0.704725,41.4289,0.165418
05D4cw,0.37353,-0.841889,41.3114,0.133039
16232,0.37436,-0.021827,41.4722,0.234786
1282736,0.37805,-0.759674,41.3598,0.223183
590031,0.37852,-0.722859,41.4271,0.182401
110425,0.38092,-0.198455,41.4511,0.201434
000011,0.38153,-2.14572,41.6775,0.218983
040150,0.38185,-0.249703,41.5615,0.198898
580275,0.38248,-0.492266,41.3726,0.265174
1338170,0.38672,-0.428011,41.3791,0.270807
550218,0.38744,-1.55286,41.5567,0.273474
1290779,0.38949,-0.738145,41.544,0.192176
1291794,0.3951,-0.12531,41.4677,0.203648
1296273,0.39706,-0.156976,41.259,0.168535
05D4ff,0.4005,-0.724544,41.4918,0.158339
580312,0.40293,-0.553118,41.5478,0.290402
1329615,0.40368,-0.472817,41.616,0.213828
06D3ed,0.40463,-0.391332,41.6747,0.166047
350050,0.40483,-0.300281,41.3373,0.202033
05D4dt,0.4055,-0.984383,41.7807,0.135518
1308314,0.40646,-0.022674,41.6914,0.168815
1307277,0.41123,-0.210951,41.662,0.318089
520071,0.41161,-0.200691,41.8131,0.149106
1315296,0.41266,-0.059558,41.7893,0.330128
05D3cf,0.41965,-0.262506,41.7981,0.235757
110430,0.42094,-0.895791,41.728,0.250117
1306991,0.42195,-0.599282,41.5336,0.270821
1345594,0.42249,-0.033141,41.6796,0.275449
490037,0.42348,-0.01735,41.5955,0.186465
160200,0.4236,-0.195418,41.8403,0.400817
1312274,0.42459,-1.43009,41.7483,0.195831
1295027,0.42568,-0.250086,41.7039,0.195468
1258940,0.42602,-0.153105,41.7517,0.175449
440236,0.42895,-0.768802,41.6443,0.193398
100101,0.42976,-0.773417,41.9219,0.19807
06D4co,0.43546,-0.394047,41.5839,0.13365
000142,0.43683,-0.769832,42.0051,0.1818
1310338,0.4389,-0.406788,41.4679,0.211194
560027,0.43891,-0.520101,41.6682,0.279961
510266,0.44067,-0.476279,41.6364,0.160177
1295256,0.44245,-0.148795,41.8523,0.172891
06D2gb,0.44361,-1.56881,41.793,0.182219
1291080,0.44391,-1.28981,41.8069,0.290347
050580,0.45068,-0.410302,41.6446,0.157686
04D2gb,0.45162,-1.60336,41.5892,0.225346
04D3gt,0.45163,-0.238989,41.7162,0.305385
1334302,0.45458,-1.04445,41.7873,0.209236
1306360,0.45477,-0.608733,41.8839,0.284149
05D3lc,0.46164,-0.744735,41.9839,0.138441
1339149,0.46887,-0.263078,41.7631,0.234035
05D3mx,0.47065,-1.38814,42.0135,0.180637
1316437,0.47204,-0.00518,42.0374,0.25691
05D2bv,0.47565,-0.010367,41.938,0.177112
05D3dd,0.48064,-0.215323,42.0041,0.160362
1343208,0.49499,-0.102443,42.0821,0.165011
1305504,0.49566,-0.463147,42.1453,0.120919
03D1ax,0.49579,-0.734029,42.0817,0.153945
350374,0.50098,-0.789588,42.1165,0.283133
1337272,0.50282,-0.986243,42.161,0.218549
1335472,0.50593,-0.073679,42.079,0.166703
310091,0.50725,-0.257752,42.2358,0.180974
110484,0.51095,-0.357928,42.0583,0.239085
310260,0.51885,-0.019798,42.1824,0.209558
450175,0.51941,-0.84248,42.2438,0.315111
330106,0.53099,-0.051584,41.8802,0.23431
1338471,0.53124,-0.955679,42.5253,0.38093
1337703,0.53225,-1.03663,41.9821,0.221979
06D2cc,0.53372,-0.578375,42.1649,0.273819
520041,0.54545,-0.068756,42.5633,0.191404
1306980,0.54881,-1.00983,42.1695,0.378555
1339450,0.55046,-0.977931,42.4104,0.376261
04D3hn,0.55267,-0.56836,42.1938,0.244151
05D1ee,0.55782,-0.603782,42.4389,0.195189
05D1cc,0.56283,-0.150829,42.4296,0.234712
1330903,0.56437,-0.091575,42.4881,0.207587
1317454,0.56879,-0.270974,42.2407,0.262337
1306785,0.57542,-0.953102,42.1912,0.452867
06D3et,0.57668,-1.34778,42.4263,0.166843
1337228,0.57737,-0.747352,42.645,0.290949
05D3gp,0.58067,-0.501929,42.573,0.262496
04D1sa,0.58382,-0.445335,42.6489,0.184752
04D1oh,0.58879,-0.077305,42.5021,0.220032
1338233,0.60155,-1.44643,42.7562,0.394779
05D4ef,0.60328,-1.55174,42.7503,0.2001
04D3do,0.61071,-0.815949,42.6686,0.184238
04D4an,0.61127,-0.328424,42.9049,0.247686
1295305,0.61177,-0.291213,42.701,0.16444
05D1ck,0.61577,-0.021534,42.7085,0.347272
1308957,0.61875,-0.259603,42.7164,0.388756
04D3co,0.6207,-0.663056,42.6988,0.268136
04D2an,0.62183,-0.307084,42.5894,0.275623
05D1cb,0.63077,-0.292514,42.6632,0.202856
05D2ci,0.63183,-0.938128,42.3111,0.32695
04D1pu,0.63777,-1.59949,42.5298,0.442879
1334879,0.63934,-0.028619,42.79,0.171844
05D2ec,0.64185,-0.196789,42.8476,0.256941
1308568,0.64311,-0.03255,42.3609,0.407842
04D3cy,0.64371,-0.189327,42.7992,0.309841
1338266,0.64852,-0.297222,43.0397,0.272369
05D3kt,0.6487,-0.430921,42.7335,0.310678
04D4ic,0.68519,-0.878255,43.0166,0.366173
06D3em,0.69072,-0.146668,42.9143,0.425857
03D4cz,0.69318,-1.76537,42.9162,0.318024
05D2ck,0.69992,-2.64608,43.1147,0.29538
04D2iu,0.70192,-1.92656,42.8962,0.462713
05D3gv,0.71571,-0.842722,42.9944,0.245932
05D3jh,0.71874,-0.634411,42.8739,0.18843
05D4ev,0.72015,-1.12101,43.1612,0.243162
06D3bz,0.72774,-0.788686,43.008,0.257091
04D1pp,0.73368,-1.38223,42.9845,0.195902
04D2gp,0.73395,-1.35262,43.22,0.388289
05D1eo,0.73568,-1.52666,43.1807,0.25711
04D3fq,0.74276,-0.408963,43.0825,0.327179
1285160,0.7493,-0.31553,43.1772,0.163225
05D3mn,0.76076,-0.223091,43.0667,0.201161
04D1pc,0.76865,-0.434616,43.2929,0.311675
03D1fq,0.79863,-1.02335,43.4338,0.288144
Elvis,0.83981,-0.230878,43.36,0.211845
Manipogo,0.85482,-0.824225,43.6168,0.299913
Vilas,0.93585,-0.02741,43.5331,0.239939
SCP05D0,1.01242,-0.184779,44.1177,0.367085
SCP06U4,1.04817,-0.530542,44.4229,0.488758
SCP06H5,1.23225,-1.63447,44.3207,0.610496
Lancaster,1.23597,-0.135575,44.905,0.273735
Thoth,1.3041,-0.372507,44.7206,0.316517
Inanna,1.30611,-1.61117,45.0197,0.445162
SCP05D6,1.31317,-0.449281,44.7867,0.316349
Mcguire,1.35608,-0.703205,44.8094,0.238282
Primo,1.54901,-0.51191,45.293,0.233771
stone,1.80119,-0.544536,45.4865,0.281981
wilson,1.91165,-1.65392,45.4233,0.358642
